_id,chapter,questionId,question_text,subject,subtopic,year
jh71dprrccr05wgmt4rnm04f1s7syv9y,Databases,2022-cs-q.25,"Consider the following three relations in a relational database.
Employee(eId, Name), Brand(bId, bName), Own(eId, bId)
Which of the following relational algebra expressions return the set of eIds who own all the brands?",Databases,"Relational model: relational algebra, tuple calculus, SQL",2022
jh71xvfq4k30r836sd4583k0sx7szwg9,Operating System,2022-cs-q.26,Which of the following statements is/are TRUE with respect to deadlocks?,Operating System,Deadlock,2022
jh75mdf7febt3fkfbyybcf8gph7szy5e,Discrete Mathematics,2022-cs-q.27,Which of the following statements is/are TRUE for a group G?,Engineering Mathematics,Groups,2022
jh768j76vjvgehj0150m4z4kb57syxj6,Programming and Data Structures,2022-cs-q.28,"Suppose a binary search tree with 1000 distinct elements is also a complete binary tree. The tree is stored using the array representation of binary heap trees. Assuming that the array indices start with 0, the 3rd largest element of the tree is stored at index __________.",Programming and Data Structures,"binary search trees, binary heaps",2022
jh70qhpczqhc80gwkyjbspgaan7syskq,Compiler Design,2022-cs-q.29,"Consider the augmented grammar with {+, *, (, ), id} as the set of terminals.
S' -> S
S -> S + R | R
R -> R * P | P
P -> (S) | id
If I₀ is the set of two LR(0) items {[S' -> .S], [S -> .S + R]}, then goto(closure(I₀), +) contains exactly __________ items.",Compiler Design,Parsing,2022
jh790t9rarnnrb66zbzhhmvayh7sy4ga,General Aptitude,2022-cs-q.3,"Let r be a root of the equation x² + 2x + 6 = 0.
Then the value of the expression (r + 2)(r + 3)(r + 4)(r + 5) is",General Aptitude,Algebra,2022
jh7dv6h7wkcayw3re4bev6yex17sz1j3,Discrete Mathematics,2022-cs-q.30,"Consider a simple undirected graph of 10 vertices. If the graph is disconnected, then the maximum number of edges it can have is __________.",Engineering Mathematics,"Graphs: connectivity, matching, colouring",2022
jh73tv8vn6vxs2p397f94mdtjd7syxar,Databases,2022-cs-q.31,"Consider a relation R(A, B, C, D, E) with the following three functional dependencies.
AB -> C;  BC -> D;  C -> E;
The number of superkeys in the relation R is __________.",Databases,"Integrity constraints, normal forms",2022
jh78xbn95fzcnxxdyaa0sfkn757syjnw,Discrete Mathematics,2022-cs-q.32,The number of arrangements of six identical balls in three identical bins is __________.,Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions",2022
jh7e960zengt0xnsg57z42nb8n7szk5h,Computer Organization and Architecture,2022-cs-q.33,"A cache memory that has a hit rate of 0.8 has an access latency 10 ns and miss penalty 100 ns. An optimization is done on the cache to reduce the miss rate. However, the optimization results in an increase of cache access latency to 15 ns, whereas the miss penalty is not affected. The minimum hit rate (rounded off to two decimal places) needed after the optimization such that it should not increase the average memory access time is __________.",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2022
jh72p8mw78jyjxbtb2yhee5qrn7szm2e,Engineering Mathematics,2022-cs-q.34,"The value of the following limit is __________.
lim (x->0+) (√x) / (1 - e^(2√x))",Engineering Mathematics,"Limits, continuity and differentiability",2022
jh718aqeh7xx7ywf4skacssc3s7szg0q,Computer Networks,2022-cs-q.35,Consider the resolution of the domain name www.gate.org.in by a DNS resolver. Assume that no resource records are cached anywhere across the DNS servers and that iterative query mechanism is used in the resolution. The number of DNS query-response pairs involved in completely resolving the domain name is __________.,Computer Networks,"Application layer protocols: DNS, SMTP, HTTP, FTP, Email",2022
jh7ana2va67jncq2ns0rd671wx7szw2p,Discrete Mathematics,2022-cs-q.36,"Which one of the following is the closed form for the generating function of the sequence {aₙ}ₙ≥₀ defined below?
aₙ = { n+1, if n is odd; 1, if n is even (otherwise) }",Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions",2022
jh738hwprzdm87vd6hw83tbr7h7sy7en,Discrete Mathematics,2022-cs-q.37,"Consider a simple undirected unweighted graph with at least three vertices. If A is the adjacency matrix of the graph, then the number of 3-cycles in the graph is given by the trace of",Engineering Mathematics,"Graphs: connectivity, matching, colouring",2022
jh70ykgczk5szh2xh4gv5dhnmx7szbp1,Operating System,2022-cs-q.38,Which one of the following statements is FALSE?,Operating System,Memory management and virtual memory,2022
jh7cbd1yz08cs4kwq5byfps01d7sysnt,Databases,2022-cs-q.39,"Let Rᵢ(z) and Wᵢ(z) denote read and write operations on a data element z by a transaction Tᵢ, respectively. Consider the schedule S with four transactions.
S: R₄(x)R₂(x)R₃(x)R₁(y)W₁(y)W₂(x)W₃(y)R₄(y)
Which one of the following serial schedules is conflict equivalent to S?",Databases,Transactions and concurrency control,2022
jh75hcx6q9zyjmy00kvn5j5dt97syjha,General Aptitude,2022-cs-q.4,"Given below are four statements.
Statement 1: All students are inquisitive.
Statement 2: Some students are inquisitive.
Statement 3: No student is inquisitive.
Statement 4: Some students are not inquisitive.
From the given four statements, find the two statements that CANNOT BE TRUE simultaneously, assuming that there is at least one student in the class.",General Aptitude,Logic,2022
jh75wmmwvd4yaxvy2tbkznks9d7sz85x,Digital Logic,2022-cs-q.40,"Consider a digital display system (DDS) shown in the figure that displays the contents of register X. A 16-bit code word is used to load a word in X, either from S or from R. S is a 1024-word memory segment and R is a 32-word register file. Based on the value of mode bit M, T selects an input word to load in X. P and Q interface with the corresponding bits in the code word to choose the addressed word. Which one of the following represents the functionality of P, Q, and T?",Digital Logic,Combinational and sequential circuits,2022
jh7esrvqwknywzre1ckq4d1j2n7syzy8,Digital Logic,2022-cs-q.41,"Consider three floating point numbers A, B and C stored in registers RA, RB and RC, respectively as per IEEE-754 single precision floating point format. The 32-bit content stored in these registers (in hexadecimal form) are as follows.
RA= 0xC1400000
RB = 0x42100000
RC = 0x41400000
Which one of the following is FALSE?",Digital Logic,Number representations and computer arithmetic (fixed and floating point),2022
jh79jjbtyh53bzkf2d7z20694h7syk23,Operating System,2022-cs-q.42,"Consider four processes P, Q, R, and S scheduled on a CPU as per round robin algorithm with a time quantum of 4 units. The processes arrive in the order P, Q, R, S, all at time t = 0. There is exactly one context switch from S to Q, exactly one context switch from R to Q, and exactly two context switches from Q to R. There is no context switch from S to P. Switching to a ready process after the termination of another process is also considered a context switch. Which one of the following is NOT possible as CPU burst time (in time units) of these processes?",Operating System,CPU and I/O scheduling,2022
jh72ps98vj999be572ekxn063h7sy1dw,Programming and Data Structures,2022-cs-q.43,"What is printed by the following ANSI C program?
#include<stdio.h>
int main(int argc, char *argv[])
{
  int a[3][3][3] =
  {{1, 2, 3, 4, 5, 6, 7, 8, 9},
   {10, 11, 12, 13, 14, 15, 16, 17, 18},
   {19, 20, 21, 22, 23, 24, 25, 26, 27}};
  int i = 0, j = 0, k = 0;
  for( i = 0; i < 3; i++ ) {
    for( k = 0; k < 3; k++ )
      printf(""%d "", a[i][j][k]);
    printf(""\n"");
  }
  return 0;
}",Programming and Data Structures,Programming in C,2022
jh724dj4snqmkmkkd2fng5sw257szy8k,Programming and Data Structures,2022-cs-q.44,"What is printed by the following ANSI C program?
#include<stdio.h>
int main(int argc, char *argv[]){
  char a = 'P';
  char b = 'x';
  char c = (a & b) + '*';
  char d = (a | b) - '-';
  char e = (a ^ b) + '+';
  printf(""%c %c %c\n"", c, d, e);
  return 0;
}
ASCII encoding for relevant characters is given below
A 65, B 66, C 67 ... Z 90
a 97, b 98, c 99 ... z 122
* 42, + 43, - 45",Programming and Data Structures,Programming in C,2022
jh7agbsj3kq8exxf98x1hv3sjh7sy9dg,Engineering Mathematics,2022-cs-q.45,"Consider solving the following system of simultaneous equations using LU decomposition.
x₁ + x₂ - 2x₃ = 4
x₁ + 3x₂ - x₃ = 7
2x₁ + x₂ - 5x₃ = 7
where L and U are denoted as
L = [[L₁₁, 0, 0], [L₂₁, L₂₂, 0], [L₃₁, L₃₂, L₃₃]]
U = [[U₁₁, U₁₂, U₁₃], [0, U₂₂, U₂₃], [0, 0, U₃₃]]
Which one of the following is the correct combination of values for L₃₂, U₃₃, and x₁?",Engineering Mathematics,"system of linear equations, LU decomposition",2022
jh741yzaspj3j3n7rcj7h25qhn7syztt,Theory of Computation,2022-cs-q.46,Which of the following is/are undecidable?,Theory of Computation,Turing machines and undecidability,2022
jh70krw6qq1zjfmr9tma0qmyj97szd84,Theory of Computation,2022-cs-q.47,"Consider the following languages:
L₁ = {aⁿwaⁿ | w ∈ {a,b}*}
L₂ = {wxwᴿ | w, x ∈ {a,b}*, |w|, |x| > 0}
Note that wᴿ is the reversal of the string w. Which of the following is/are TRUE?",Theory of Computation,"Regular and context-free languages, pumping lemma",2022
jh76vae6krjzbah4ye6b5yfmtn7sy9ak,Theory of Computation,2022-cs-q.48,"Consider the following languages:
L₁ = {ww | w ∈ {a,b}*}
L₂ = {aⁿbⁿcᵐ | m, n ≥ 0}
L₃ = {aᵐbⁿcⁿ | m, n ≥ 0}
Which of the following statements is/are FALSE?",Theory of Computation,"Regular and context-free languages, pumping lemma",2022
jh7ecpkpad5v8zbw46sfst0akd7sybfh,Algorithms,2022-cs-q.49,"Consider a simple undirected weighted graph G, all of whose edge weights are distinct. Which of the following statements about the minimum spanning trees of G is/are TRUE?",Algorithms,minimum spanning trees,2022
jh7dqbmpwcggmavrwnmybrwgvh7sy8qr,General Aptitude,2022-cs-q.5,"A palindrome is a word that reads the same forwards and backwards. In a game of words, a player has the following two plates painted with letters.

A D

From the additional plates given in the options, which one of the combinations of additional plates would allow the player to construct a five-letter palindrome. The player should use all the five plates exactly once. The plates can be rotated in their plane.",General Aptitude,Shape Matching,2022
jh7cgrehj1wgz687eqftz535pd7sycdp,Discrete Mathematics,2022-cs-q.50,"The following simple undirected graph is referred to as the Peterson graph.
Which of the following statements is/are TRUE?",Engineering Mathematics,"Graphs: connectivity, matching, colouring",2022
jh79drrv36xbw8w2g7qkxftcvs7syccv,Discrete Mathematics,2022-cs-q.51,"Consider the following recurrence:
f(1) = 1;
f(2n) = 2f(n) - 1, for n ≥ 1;
f(2n+1) = 2f(n) + 1, for n ≥ 1.
Then, which of the following statements is/are TRUE?",Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions",2022
jh70h5tht269tqqm7p1n04ykf17syy99,Discrete Mathematics,2022-cs-q.52,Which of the properties hold for the adjacency matrix A of a simple undirected unweighted graph having n vertices?,Engineering Mathematics,"Graphs: connectivity, matching, colouring",2022
jh7bsdbangcynn39c9g9e8qzr97szmrf,Engineering Mathematics,2022-cs-q.53,"Which of the following is/are the eigenvector(s) for the matrix given below?
[[-9, -6, -2, -4], [-8, -6, -3, -1], [20, 15, 8, 5], [32, 21, 7, 12]]",Engineering Mathematics,eigenvalues and eigenvectors,2022
jh70qtsm4rkbspjq35xjc81xbn7sz9sh,Computer Organization and Architecture,2022-cs-q.54,"Consider a system with 2 KB direct mapped data cache with a block size of 64 bytes. The system has a physical address space of 64 KB and a word length of 16 bits. During the execution of a program, four data words P, Q, R, and S are accessed in that order 10 times (i.e., PQRSPQRS...). Hence, there are 40 accesses to data cache altogether. Assume that the data cache is initially empty and no other data words are accessed by the program. The addresses of the first bytes of P, Q, R, and S are 0xA248, 0xC28A, 0xCA8A, and 0xA262, respectively. For the execution of the above program, which of the following statements is/are TRUE with respect to the data cache?",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2022
